,LAT,LON,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
SealBeachcity,33.74141,-118.10477,9.0,25098.0,1.88,0.98,93.7,4.21,4.99,7.58,17.67,8.15,30.19,25098.0,100.0,32834.0,52.5,0.8,63.66,50.9,3.57,30.04,51381.0,25695.0,25729.0,20543.0,15092.0,29765.0,14445.0,18320.0,1198.0,4.83,4.14,13.68,31.57,2.9,48.61,16.74,28.9,5.31,45.09,10.31,26.84,11.49,10.98,2.62,81.61,80.59,87.21,79.77,52.09,68.34,96.0,0.5,2459.0,11.31,15.66,20.62,22.65,1.11,1.53,2.02,2.22,89.87,1.09,1.56,0.73,1.86,1.83,1.95,74.71,1.29,72.82,2.0,1037.0,92.8,75.87,0.1,34.62,1965.0,0.53,0.28949174,268600.0,353600.0,435700.0,167100.0,598.0,790.0,1001.0,403.0,821.0,24.5,22.6,11.9,17.510637,2.0,9.8,37.02,56.45,70.07,89.45,730.11127,322.6486,-348.40628,226.62572,72056.7,103943.4,498.26172,348.08728,88.305504,87.52189,4.249393,7.2919097,0.7683476,10.327845,18.03257,6.306283,0.24387604,12.1,2067.4,1.08,115.293396,55480500.0,87.582985,2.2600243,7.5236855,193000.3,1.0,3.99,3.0,11.97,35.0,139.68,22.0,87.8,224.0,893.96,482.0,1923.61,137.0,546.75,12.0,47.89,243.44,3412.22
Romecity,44.4406,-73.688194,9.0,44350.0,2.82,7.95,89.42,1.27,3.86,13.83,31.07,15.22,12.24,43137.0,97.26,24234.0,75.09,0.32,42.52,30.0,8.39,23.54,28821.0,11171.0,11567.0,7940.0,8166.0,11273.0,4850.0,4583.0,4840.0,12.06,9.16,25.67,15.43,5.86,55.69,13.4,29.18,12.44,25.84,8.68,35.26,11.8,10.18,3.11,73.08,71.38,78.27,76.92,57.04,66.74,860.0,2.66,1996.0,8.07,13.18,18.04,27.0,0.36,0.59,0.81,1.22,90.65,1.14,4.54,3.17,2.55,2.67,2.4,56.03,2.18,44.91,3.0,907.0,94.56,53.4,0.77,29.22,1948.0,5.26,0.6,53300.0,69200.0,89700.0,36400.0,247.0,325.0,393.0,146.0,393.0,27.3,19.2,14.6,3.0,-42.246807,4.5,69.31,49.85,74.2,82.72,1074.6198,242.64528,-642.57684,174.62302,-102580.414,108896.61,349.84302,303.29184,76.45847,80.96312,14.061884,2.1929424,0.69839317,15.482322,35.81983,5.742062,40.972958,77.6,571.3,1.5,49.3757,35526630.0,81.11571,0.97886753,5.286958,165487.78,80.25481,16.867697,9.0,20.38,14.0,31.71,39.0,88.33,215.0,486.95,580.0,1313.64,49.0,110.98,8.0,18.12,140.42,1929.7
Beckleycity,37.77817,-81.188156,9.0,18296.0,2.33,22.25,76.07,1.3,0.63,12.87,21.56,10.59,19.46,30516.156,99.23424,19110.0,58.89,0.32,35.58,43.82,9.96,25.07,27945.0,12371.0,13544.0,5952.0,16291.0,45598.0,6277.0625,24086.0,3780.0,21.38,13.48,28.37,19.3,8.32,44.61,3.86,36.21,7.18,34.57,11.47,25.96,14.16,13.02,2.93,63.68,60.89,68.5,73.67,47.56,64.18,589.0,3.54,348.0,4.31,6.03,9.2,11.78,0.08,0.11,0.17,0.22,95.85,0.46,3.52,2.2,2.25,2.31,2.17,63.13,1.63,48.48,3.0,1069.0,88.01,61.65,3.93,65.86,1953.0,8.12,0.38,36100.0,50800.0,71900.0,35800.0,164.0,239.0,317.0,153.0,312.0,28.6,19.8,12.0,9.0,46.019596,1.9,78.34,59.55,85.47,92.28,758.844,347.4267,-534.49585,226.50424,81113.7,118211.945,424.26114,357.6179,77.60476,81.50824,24.173767,1.3998003,0.34047136,22.234919,45.45725,5.77815,66.50099,9.3,1963.1,0.06,149.67183,34977824.0,70.7465,1.0169858,6.3232417,151938.03,3.0,16.2,13.0,70.22,46.0,248.47,160.0,864.26,248.0,1339.6,1175.0,6346.89,64.0,345.7,12.0,64.82,1199.16,8097.01
Anaheimcity,33.836594,-117.9143,9.0,266406.0,3.04,2.54,71.44,9.39,31.44,14.6,31.95,15.91,7.52,266406.0,100.0,39620.0,86.33,0.67,35.56,18.04,6.57,12.78,43133.0,15746.0,17677.0,15433.0,17389.0,15044.0,7296.0,8240.0,27933.0,10.64,12.0,24.59,18.76,5.56,69.68,24.29,16.03,16.52,24.02,10.03,35.46,14.82,12.4,3.42,73.86,68.15,85.23,77.75,61.54,68.12,6737.0,3.79,75734.0,23.9,36.72,48.3,60.67,6.8,10.44,13.73,17.25,62.62,13.98,12.0,8.86,2.99,2.98,3.01,49.03,15.8,57.01,2.0,5589.0,94.0,49.23,0.79,13.38,1968.0,2.58,0.4,179900.0,218700.0,272300.0,92400.0,571.0,661.0,771.0,200.0,712.0,29.3,24.2,11.2,457.0,41.0,28.43,40.57,40.71,74.6,85.09,1191.492,152.55421,526.47253,105.69428,-31892.8,41981.113,512.7565,234.01076,68.78513,73.17343,12.642472,5.0779567,1.8770574,19.886751,-4.332257,6.59403,98.25311,45.9,5807.6,3.86,59.0164,93124520.0,89.340546,3.6007059,6.08131,116271.586,33.0,11.64,70.0,24.69,909.0,320.58,2444.5515,518.2834,3942.0,1390.22,9145.0,3225.16,3607.0,1272.08,74.0,26.1,1131.6309,5913.55
Greenburghtown,41.03396,-73.86543,9.0,83816.0,2.7,13.15,77.73,7.6,5.88,11.48,22.61,10.44,12.67,83816.0,100.0,58947.0,83.59,0.69,61.56,25.0,2.6,17.35,69707.0,29627.0,32296.0,16369.0,21377.0,27887.0,14247.0,16870.0,3341.0,4.1,4.7,12.2,46.65,4.37,66.54,11.53,34.94,5.43,48.31,5.58,28.39,8.93,7.39,3.06,84.04,77.06,94.09,85.16,53.69,64.18,1207.0,2.22,15176.0,18.19,29.24,36.45,42.57,3.29,5.29,6.6,7.71,79.29,3.01,4.4,3.25,2.61,2.75,2.28,74.7,2.65,43.09,3.0,1352.0,95.83,70.99,1.55,38.17,1954.0,0.94,0.26,226700.0,292200.0,385700.0,159000.0,459.0,633.0,907.0,448.0,698.0,23.8,22.8,15.7,527.0,-56.826416,18.11,65.94,62.92,80.4,90.63,1376.5933,380.10986,302.87918,227.7369,113249.52,126616.086,288.13647,365.32248,78.28135,87.28411,4.1392126,1.8471917,0.83756566,4.068667,13.692171,4.277365,5.028969,31.6,2651.1,19.89,44.45276,84257496.0,74.94458,1.5005255,3.5757494,187567.31,50.194736,9.347624,2.0,4.87,48.0,116.89,46.0,112.01,188.0,457.8,1135.0,2763.84,22.0,53.57,4.0,9.74,233.77,3284.96
LakeJacksoncity,29.033857,-95.43439,9.0,22776.0,2.8,3.2,89.46,2.23,10.79,13.51,25.0,10.78,6.54,-79848.53,100.80191,46007.0,88.69,0.42,54.06,15.6,1.7,13.92,50699.0,18798.0,19444.0,15234.0,9242.0,16756.0,10166.0,11835.0,775.0,3.43,2.99,9.77,33.3,3.28,69.58,38.19,19.86,9.14,38.14,7.89,21.03,9.52,8.71,3.18,86.57,84.68,95.05,91.93,57.65,63.39,53.0,0.35,1198.0,31.14,34.89,40.32,48.41,1.64,1.84,2.12,2.55,88.6,1.11,3.84,3.05,2.78,2.94,2.48,70.43,2.98,32.3,3.0,823.0,90.82,66.74,4.5,28.68,1971.0,3.73,0.27,55400.0,76100.0,104800.0,49400.0,298.0,364.0,444.0,146.0,438.0,19.4,16.9,11.5,-741.1284,-54.082897,5.27,60.84,46.67,76.99,89.21,779.66925,129.5242,173.73967,77.89821,-238198.73,42702.547,343.48486,143.75916,80.84797,93.667175,3.9655097,2.151025,1.28106,7.785197,0.5589411,5.5247226,22.6768,14.3,1593.2,2.802404,23.541986,31822612.0,88.5519,1.6050689,5.1672626,76084.77,1.0,3.91,4.0,15.65,4.0,15.65,8.0,31.31,89.0,348.27,450.0,1760.91,34.0,133.05,1.0,3.91,66.52,2246.14
Paramountcity,33.88946,-118.15979,9.0,47669.0,3.67,10.69,48.15,5.75,60.83,17.52,34.48,17.09,5.76,47669.0,100.0,29015.0,82.87,0.17,19.07,17.36,13.46,9.78,30540.0,9429.0,10697.0,10428.0,11244.0,10813.0,7071.0,7225.0,8279.0,17.6,27.22,49.9,6.93,9.88,60.47,31.58,14.27,29.4,12.39,9.33,38.77,14.45,11.91,4.08,67.03,60.64,75.66,72.13,50.41,57.64,3242.0,9.17,17901.0,17.26,27.44,37.41,48.55,6.48,10.3,14.05,18.23,40.6,20.54,24.16,18.8,3.64,3.47,3.77,40.34,34.24,77.69,2.0,733.0,94.66,42.35,2.18,14.87,1965.0,6.0,1.08,116600.0,147200.0,184700.0,68100.0,477.0,593.0,687.0,210.0,654.0,30.5,25.4,11.4,-52.983948,2.0,37.55,44.87,40.17,86.79,90.07,928.109,39.30363,443.63992,102.824326,-21045.94,18213.4,631.74817,185.02592,67.05402,58.97271,30.469465,6.0965223,1.9907159,39.24601,-17.151722,7.1726003,134.23457,4.9,9784.3,3.53,71.450096,65782188.0,89.55583,4.2590003,7.6717978,93114.35,13.0,24.78,20.0,38.12,369.0,703.25,629.0,1198.76,730.0,1391.24,1149.0,2189.78,907.0,1728.57,26.0,49.55,1964.89,5359.15
Fairmontcity,39.485085,-80.14258,9.0,20210.0,2.33,6.65,92.61,0.36,0.63,16.08,26.02,16.2,19.78,8753.346,100.061356,18370.0,60.74,0.5,40.93,42.01,9.8,26.27,26550.0,10782.0,11161.0,6183.0,3912.0,4385.0,909.0,7661.0,4241.0,21.89,10.55,25.74,16.64,13.48,43.58,12.82,27.24,13.7,25.97,10.07,30.92,11.43,10.83,2.87,69.3,66.39,72.59,72.09,51.82,62.2,606.0,3.79,349.0,20.06,23.5,23.5,30.66,0.35,0.41,0.41,0.53,96.34,0.41,2.75,1.72,2.23,2.33,2.05,67.8,0.95,50.25,2.0,1281.0,87.14,64.91,4.92,67.14,1945.0,8.34,0.34,29100.0,42500.0,60600.0,31500.0,152.0,208.0,281.0,129.0,299.0,29.9,17.5,13.1,33.0,-5.5316653,1.73,79.7,60.5,83.3,92.84,1090.4346,309.3481,-514.5763,220.38205,69853.734,117391.22,401.12598,347.9957,77.61576,86.46169,14.362731,2.9942799,0.35908416,15.53837,45.365616,6.75026,79.626366,7.8,2592.4,0.77,119.49133,43507664.0,78.29193,-0.2954836,7.284456,149173.31,79.23043,23.790462,1.0,4.83,12.0,57.99,95.0,459.07,119.0,575.05,614.0,2967.04,29.0,140.14,52.64924,83.12804,521.89,3682.23
Herefordcity,34.815063,-102.397705,9.0,14745.0,3.07,2.01,69.7,0.25,51.71,16.87,28.56,13.27,10.25,-111773.52,103.839874,21120.0,77.55,4.35,28.2,27.08,10.57,7.22,24326.0,8977.0,10782.0,5894.0,8129.0,3872.0,4697.0,4728.0,4032.0,27.89,25.43,43.25,11.48,7.7,57.72,16.72,20.43,18.24,17.72,7.61,23.35,11.26,9.52,3.5,76.92,70.93,84.17,76.43,55.81,58.55,285.0,1.94,1224.0,12.42,17.81,31.78,36.68,1.03,1.48,2.64,3.05,52.93,8.81,11.22,8.83,3.02,3.0,3.06,65.7,13.42,45.8,3.0,604.0,88.82,66.15,4.14,43.38,1966.0,17.33,0.13,29000.0,42100.0,62200.0,33200.0,166.0,241.0,314.0,148.0,313.0,24.3,18.1,12.2,28.0,41.51162,8.3,73.33,51.84,82.85,93.45,492.8357,51.20409,-487.49988,122.93403,-318583.75,38576.08,417.4995,131.0051,88.78979,52.848568,6.985919,37.487457,2.495825,47.86051,12.647327,4.926418,63.782402,5.8,2544.0,4.922262,24.611807,11943768.0,90.58067,3.5299065,4.100118,10381.63,1.0,6.61,2.0,13.22,9.0,59.48,57.0,376.69,124.0,819.46,598.0,3951.89,38.0,251.12,8.0,52.87,455.99,5075.34
Edinacity,44.889687,-93.34995,9.0,46070.0,2.32,0.72,97.19,1.73,0.71,9.78,18.37,8.6,17.95,46070.0,100.0,48936.0,74.81,1.15,70.2,32.15,2.01,18.83,64127.0,32301.0,32375.0,21852.0,30374.0,33834.0,16522.0,18413.0,1464.0,3.21,1.75,5.29,52.65,3.0,62.03,11.74,29.89,3.18,48.72,5.83,22.86,9.54,7.89,2.87,85.65,86.33,97.05,90.34,62.43,66.69,135.0,0.36,1711.0,15.49,16.19,22.27,28.17,0.58,0.6,0.83,1.05,94.65,0.46,2.15,1.42,2.3,2.5,1.66,82.99,0.41,41.0,3.0,1123.0,94.65,76.38,2.4263449,26.09,1965.0,0.24,0.15,118900.0,156700.0,227100.0,108200.0,538.0,634.0,797.0,259.0,654.0,27.4,20.3,11.7,42.72881,-99.78501,3.71,61.19,57.52,85.6,90.57,726.6838,380.7542,-65.2409,261.28665,-23783.84,115151.46,353.174,398.28302,82.1645,94.05767,3.8992307,1.1841437,0.17620495,3.8880293,12.367208,5.4358416,16.859331,16.3,2825.1,4.32,82.95908,62307884.0,83.573395,1.5595604,3.514019,240345.6,1.0,2.13,47.64249,31.357199,17.0,36.21,28.0,59.63,346.0,736.89,1353.0,2881.54,84.0,178.9,8.0,17.04,552.66736,3814.37
WestDeptfordtownship,39.831837,-75.18956,9.0,19380.0,2.62,3.86,94.87,0.92,1.28,13.11,28.55,13.05,9.4,19308.0,99.63,38410.0,85.57,0.3,43.24,21.49,3.06,14.06,43531.0,17276.0,17340.0,14565.0,6288.0,21284.0,20312.0,38203.0,1008.0,5.25,5.42,20.42,18.2,3.88,68.6,19.66,20.95,15.36,26.33,9.78,29.53,11.05,10.44,3.15,80.07,78.18,88.19,77.27,56.32,67.33,363.0,2.66,496.0,9.48,10.89,10.89,12.9,0.24,0.28,0.28,0.33,94.1,0.49,4.1,2.88,2.6,2.88,1.94,77.48,1.53,45.42,3.0,231.0,96.98,69.85,1.73,30.3,1968.0,1.27,0.26,79900.0,101300.0,132200.0,52300.0,430.0,481.0,537.0,107.0,548.0,23.8,20.7,13.6,7.0,-125.733894,2.56,60.88,57.69,81.26,92.54,1151.1807,267.73297,54.950558,180.69994,25959.406,54757.19,277.41583,331.2963,85.06524,86.04339,14.630331,2.0740805,0.40255687,17.007086,39.28345,3.8935924,0.23295714,16.5,1176.9,2.69,64.84834,56249230.0,79.33123,1.3915575,4.6271567,103279.86,1.0,4.92,2.0,9.84,9.0,44.29,17.0,83.66,146.0,718.47,443.0,2180.01,42.0,206.68,1.0,4.92,142.71,3110.08
Gardnercity,42.57509,-71.99813,9.0,20125.0,2.52,2.0,95.41,0.9,2.77,11.32,26.25,11.75,14.78,48291.71,96.30326,28035.0,73.86,0.99,41.37,32.6,9.52,16.95,35430.0,13207.0,13407.0,9115.0,2133.0,12393.0,4628.0,3578.0,2092.0,10.98,16.03,32.05,14.28,9.36,55.34,31.96,24.2,19.1,25.31,11.18,31.96,12.13,11.66,2.98,69.9,68.99,76.54,78.17,59.03,66.67,460.0,2.96,1738.0,7.83,9.38,10.82,19.04,0.68,0.81,0.93,1.64,83.1,1.42,2.92,1.96,2.39,2.65,2.1,57.62,1.63,59.74,2.0,675.0,92.2,51.8,1.04,34.52,1941.0,4.62,1.04,92100.0,112100.0,136400.0,44300.0,238.0,390.0,488.0,250.0,440.0,25.7,22.3,13.6,3.0,-125.21091,8.64,75.37,52.42,86.8,93.28,679.3858,364.56396,-464.46997,287.55652,47469.59,142228.39,396.3645,371.42786,75.53464,92.97185,4.928695,2.564124,0.12425025,7.611251,23.675964,7.5368977,78.12572,23.0,875.4,0.32,158.73915,67556740.0,86.57325,1.4380862,4.4212627,265076.78,72.757454,18.640512,15.0,73.38,7.0,34.24,145.0,709.36,191.0,934.4,319.0,1560.59,49.0,239.71,1.0,4.89,816.99,2739.59
Scherervilletown,41.478924,-87.45476,9.0,19926.0,2.69,0.72,97.01,1.27,3.57,13.7,26.8,11.81,6.82,19926.0,100.0,42658.0,89.11,0.76,52.15,16.2,1.3,11.45,48613.0,18411.0,18389.0,9070.0,9188.0,32131.0,13476.0,14517.0,677.0,3.43,4.84,12.75,25.25,3.3,70.87,24.98,23.85,13.09,29.56,8.01,26.72,9.57,8.8,3.2,86.02,85.0,94.38,79.56,54.37,61.61,50.0,0.38,1093.0,4.03,6.59,7.87,13.27,0.22,0.36,0.43,0.73,89.89,1.79,3.77,2.76,2.67,3.0,2.01,74.58,1.35,47.31,3.0,287.0,96.27,66.28,1.05,16.38,1977.0,1.01,0.09,80200.0,101600.0,134300.0,54100.0,380.0,425.0,476.0,96.0,493.0,21.5,18.7,11.4,-731.08026,-95.291504,5.49,56.37,42.23,80.13,82.07,984.06305,281.27676,87.16716,191.61235,51531.12,42948.355,143.00447,324.08826,87.53351,89.88317,9.285969,2.8373022,0.537842,13.442889,31.362263,4.4109735,-35.318245,13.4,1482.1,2.22,90.808525,52751690.0,79.590775,1.8789177,4.075429,145314.22,88.14944,8.28742,1.0,4.05,5.0,20.24,1468.5065,396.65884,85.0,344.09,497.0,2011.9,88.0,356.23,3.0,12.14,24.29,2724.37
VanBurencity,35.458904,-94.35656,9.0,14979.0,2.79,1.61,94.27,2.18,1.67,15.39,28.26,12.88,10.78,14930.0,100.0,21105.0,74.97,0.65,25.96,26.17,7.25,12.42,24270.0,9531.0,9758.0,6183.0,5726.0,4967.0,31609.0,8739.0,2695.0,18.58,16.63,35.44,9.96,7.38,58.11,27.33,19.46,21.87,17.62,10.42,21.17,15.2,13.01,3.13,72.02,69.48,85.07,74.15,67.5,72.56,183.0,1.48,313.0,22.04,25.88,55.91,69.33,0.46,0.54,1.17,1.45,96.44,0.68,4.49,3.48,2.7,2.76,2.6,68.49,4.01,38.69,3.0,397.0,93.11,67.2,2.77,39.55,1975.0,10.78,0.36,35800.0,44500.0,65100.0,29300.0,157.0,224.0,284.0,127.0,283.0,24.5,21.7,12.9,8.0,6.0,2.1,68.1,44.89,70.48,85.69,802.22656,202.11919,113.48083,139.67189,-31903.03,69863.195,386.47156,242.11302,80.93454,84.00453,13.388357,4.2154083,0.92322457,18.152514,5.5191455,6.29441,52.785187,15.2,986.5,2.6534545,109.956245,52650500.0,86.76696,1.9416215,6.5014615,71193.61,73.40356,15.443738,2.0,11.69,3.0,17.54,13.0,76.0,157.0,917.86,665.0,3887.75,48.0,280.62,1.0,5.85,105.23,5092.08
Piquacity,40.14477,-84.24245,9.0,20612.0,2.66,3.75,95.26,0.51,0.56,14.65,27.14,13.22,12.16,41473.074,102.01036,25026.0,74.26,0.45,37.18,30.87,9.85,18.16,29073.0,11490.0,11494.0,7575.0,8505.0,54657.0,3139.0,6966.0,2884.0,14.18,7.75,30.5,9.03,7.34,59.88,38.17,17.34,29.7,16.37,10.1,23.4,12.92,11.62,3.13,73.89,71.73,77.63,77.47,59.52,69.39,393.0,2.31,199.0,18.09,33.67,38.19,38.19,0.17,0.33,0.37,0.37,97.28,0.43,5.04,3.68,2.63,2.65,2.59,66.43,1.64,41.16,3.0,281.0,96.5,65.88,1.42,33.45,1948.0,8.18,0.2,36000.0,46200.0,61800.0,25800.0,217.0,280.0,332.0,115.0,374.0,24.1,16.3,13.1,-437.59378,-84.65743,0.97,83.68,55.68,88.16,93.89,708.06226,227.19754,-503.75522,175.48862,-291170.78,60698.527,291.83524,263.01645,79.279236,88.4972,9.213446,2.249011,0.56662863,11.933872,14.564445,7.543955,44.986492,7.7,2686.0,0.27,77.333206,43433856.0,89.37034,1.752957,4.6905065,96135.17,59.73454,12.555214,26.0,124.57,10.0,47.91,8.0,38.33,169.0,809.7,921.0,4412.61,43.0,206.02,3.0,14.37,210.81,5442.7
InverGroveHeightscity,44.848022,-93.04272,9.0,22477.0,2.88,0.74,97.12,0.63,2.5,13.87,28.46,12.85,5.05,22477.0,100.0,39378.0,89.34,1.1,45.7,12.81,3.58,9.59,42226.0,15184.0,15296.0,11480.0,7265.0,6672.0,15322.0,10238.0,1601.0,7.23,3.46,12.4,18.58,4.46,76.3,20.4,20.77,14.25,23.56,8.28,29.32,11.66,10.02,3.23,75.88,76.55,82.03,81.6,76.59,80.53,410.0,2.54,285.0,6.32,8.07,17.54,26.32,0.08,0.1,0.22,0.33,96.54,0.29,3.95,3.08,2.85,3.03,2.31,79.42,1.82,40.35,3.0,346.0,95.75,74.64,1.16,29.77,1975.0,0.4,0.15,76500.0,93400.0,121200.0,44700.0,431.0,502.0,604.0,173.0,545.0,25.3,21.5,12.2,-494.0314,-266.97284,1.27,81.49,49.99,74.32,93.74,870.6028,227.52274,-23.360683,141.45154,-38184.52,53082.562,277.94757,284.54535,87.32517,87.93133,14.7045,2.1509047,0.37088123,17.317501,16.267347,5.57404,-26.45968,29.7,757.1,2.11,85.805885,61067284.0,80.252625,1.2039728,5.0974693,84071.31,87.12871,11.137773,100.08987,57.411606,3.0,12.13,30.0,121.31,192.0,776.35,671.0,2713.19,78.0,315.39,19.0,76.83,766.1893,3881.77
Coventrytown,41.78468,-72.3393,9.0,10063.0,2.77,0.78,98.37,0.25,1.17,12.36,25.42,11.7,7.53,-155915.14,101.67711,46426.0,86.56,1.73,51.96,19.9,2.76,13.83,52200.0,17725.0,17843.0,14068.0,2833.0,7291.0,5731.6025,13281.0,317.0,3.16,3.9,13.47,27.36,4.23,74.11,17.61,28.02,7.58,30.19,7.42,28.66,9.0,8.2,3.14,86.78,84.16,92.88,83.29,68.06,76.02,49.0,0.79,407.0,4.18,5.41,10.81,18.18,0.17,0.22,0.44,0.74,94.69,0.15,3.89,3.03,2.77,2.86,2.24,87.76,1.13,32.67,3.0,260.0,93.32,84.84,6.54,70.0,1958.0,1.02,1.16,118200.0,148400.0,184700.0,66500.0,351.0,513.0,693.0,342.0,617.0,26.4,24.1,12.0,-852.25024,-237.33604,4.04,66.98,60.0,74.19,94.37,974.8112,309.32562,110.88119,175.74402,90810.73,31117.559,101.76382,346.1228,82.90756,86.79922,10.716156,2.309129,0.2983719,14.06016,39.57979,2.8007264,-16.027721,39.1,257.5,0.98,103.014046,55598840.0,76.80861,1.393617,2.2314227,163422.23,1.0,9.77,108.50357,43.921806,211.4769,284.26868,8.0,78.19,63.0,615.72,155.0,1514.86,6.0,58.64,5.0,48.87,87.96,2238.08
SanClementecity,33.427353,-117.6126,9.0,41100.0,2.46,0.67,91.56,2.71,12.86,10.92,25.28,11.96,11.96,41100.0,100.0,46374.0,76.78,1.01,48.11,23.47,2.69,17.09,55026.0,23841.0,24416.0,12671.0,38290.0,21158.0,12306.0,12271.0,2852.0,6.99,3.32,9.64,32.37,3.66,67.45,11.7,21.55,7.56,33.65,10.75,29.92,14.3,12.51,2.9,78.58,76.82,92.26,70.8,57.93,65.06,309.0,1.15,4994.0,21.13,28.87,36.96,45.37,2.57,3.51,4.49,5.51,84.92,3.84,4.05,2.77,2.46,2.51,2.38,59.8,5.2,52.31,2.0,2025.0,89.19,58.59,3.4393125,16.54,1974.0,1.17,0.28,238200.0,308500.0,414900.0,176700.0,614.0,721.0,913.0,299.0,774.0,30.5,28.1,11.8,14.0,224.06337,12.15,44.8,33.85,71.37,86.1,1250.7218,218.53241,332.8276,157.71426,-157008.19,45130.953,385.29944,228.85457,84.16806,79.83366,7.76878,7.914798,0.98043644,16.617151,12.589878,6.553884,108.02572,18.1,2271.2,1.11,114.375786,67808970.0,86.650826,1.9204873,6.299316,156341.8,3.0,6.61,10.0,22.04,31.0,68.32,99.0,218.18,370.0,815.41,662.0,1458.92,214.0,471.61,16.0,35.26,315.14,2781.21
Salemcity,42.51954,-70.89671,9.0,38091.0,2.41,2.67,92.96,1.37,6.69,12.45,29.41,14.63,13.69,38091.0,100.0,32645.0,74.42,0.55,39.87,28.27,8.73,15.92,40777.0,16155.0,16748.0,9730.0,5873.0,13270.0,4888.0,6814.0,4324.0,11.7,8.17,21.8,24.52,7.28,63.19,17.64,27.33,10.8,29.86,8.98,38.55,12.13,10.7,2.97,67.52,65.16,71.94,68.23,54.03,65.37,737.0,2.9,3390.0,16.28,26.31,34.34,45.31,1.45,2.34,3.06,4.03,82.56,3.45,3.89,2.37,2.34,2.59,2.13,50.91,2.2,61.48,2.0,1355.0,92.1,46.03,0.89,41.99,1939.0,2.7,0.65,137900.0,163600.0,192900.0,55000.0,373.0,539.0,667.0,294.0,608.0,27.2,24.2,14.2,77.0,3.0,8.9,75.34,52.77,82.74,90.75,951.8971,303.64935,-72.17018,196.332,54476.336,119326.875,406.81802,360.0924,73.66747,83.5907,5.0175767,3.8275478,-0.14145942,7.38868,-1.1478267,6.746918,87.65636,8.4,4539.0,7.36,81.75802,88370710.0,83.757385,0.5345658,4.535397,286401.28,1.0,2.65,14.0,37.13,31.0,82.23,41.0,108.75,489.0,1297.05,1268.0,3363.31,374.0,992.02,3.0,7.96,230.76,5660.33
